Annapolis,WA,Kitsap,47.5476,-122.6207
Port Gamble,WA,Kitsap,47.8543,-122.5838
Eatonville,WA,Pierce,46.8682,-122.2697
Similk Beach,WA,Skagit,48.4479,-122.5779
Cougar,WA,Cowlitz,46.0515,-122.2995
Eglon,WA,Kitsap,47.8626,-122.5146
Paterson,WA,Benton,45.9371,-119.6028
Tenino,WA,Thurston,46.8538,-122.8603
Minnehaha,WA,Clark,45.6576,-122.6204
Raymond,WA,Pacific,46.6841,-123.7375
Alger,WA,Skagit,48.6176,-122.3369
Roy,WA,Pierce,46.9971,-122.5424
Snoqualmie,WA,King,47.5292,-121.8409
Fragaria,WA,Kitsap,47.464,-122.5312
Green Bluff,WA,Spokane,47.819,-117.277
Woodmont Beach,WA,King,47.3615,-122.3121
Frances,WA,Pacific,46.5423,-123.5049
Lynden,WA,Whatcom,48.9502,-122.4542
Clayton,WA,Stevens,48.0012,-117.5611
Everson,WA,Whatcom,48.9124,-122.3509
White Swan,WA,Yakima,46.3769,-120.7381
Camano,WA,Island,48.1866,-122.4707
Cedar Grove,WA,King,47.4357,-122.0621
Winton,WA,Chelan,47.7354,-120.7412
East Olympia,WA,Thurston,46.9676,-122.8357
Sunset Beach,WA,Pierce,47.2182,-122.5726
Belfair,WA,Mason,47.4512,-122.8473
Oso,WA,Snohomish,48.2837,-121.9238
Federal Way,WA,King,47.3091,-122.3358
Scandia,WA,Kitsap,47.7165,-122.6579
Quilcene,WA,Jefferson,47.8369,-122.9058
Covada,WA,Ferry,48.2204,-118.2089
Hartline,WA,Grant,47.6894,-119.1081
Juanita,WA,King,47.7032,-122.2071
Molson,WA,Okanogan,48.981,-119.2006
Daisy,WA,Stevens,48.3613,-118.16
Sumas,WA,Whatcom,48.9955,-122.2695
Mill Creek,WA,Snohomish,47.8631,-122.2037
Lakewood,WA,Pierce,47.1627,-122.5299
Venersborg,WA,Clark,45.786,-122.4721
Port Angeles,WA,Clallam,48.1141,-123.4565
Fairmont,WA,Snohomish,47.902,-122.2543
Wapato,WA,Yakima,46.4435,-120.4213
East Port Orchard,WA,Kitsap,47.5192,-122.6183
North Omak,WA,Okanogan,48.444,-119.4459
East Farms,WA,Spokane,47.7074,-117.0524
Eschbach,WA,Yakima,46.667,-120.6337
Chattaroy,WA,Spokane,47.8896,-117.3577
Inchelium,WA,Ferry,48.3379,-118.2372
Maxwelton,WA,Island,47.9373,-122.4443
White Center,WA,King,47.5086,-122.348
Medical Lake,WA,Spokane,47.5713,-117.6896
Lyman,WA,Skagit,48.523,-122.0634
Arlington,WA,Snohomish,48.1698,-122.144
Ruston,WA,Pierce,47.2982,-122.5104
McCleary,WA,Grays Harbor,47.0584,-123.2725
Sammamish,WA,King,47.6045,-122.0446
Covington,WA,King,47.3665,-122.105
McMillin,WA,Pierce,47.1286,-122.2374
La Grande,WA,Pierce,46.8199,-122.2962
Cromwell,WA,Pierce,47.2743,-122.6224
Berrydale,WA,King,47.3398,-122.1279
Wenatchee,WA,Chelan,47.4251,-120.329
Urban,WA,Skagit,48.6179,-122.6921
Maplewood,WA,Pierce,47.3715,-122.5689
Marys Corner,WA,Lewis,46.5471,-122.8226
Mattawa,WA,Grant,46.7365,-119.9023
Cove,WA,King,47.452,-122.5079
Chico,WA,Kitsap,47.6234,-122.7198
Maple Falls,WA,Whatcom,48.9135,-122.1049
Colvos,WA,King,47.4762,-122.4907
Ames Lake,WA,King,47.6346,-121.9664
Ellisforde,WA,Okanogan,48.7899,-119.4012
Pine Lake,WA,King,47.5787,-122.0462
Tampico,WA,Yakima,46.5325,-120.8727
Colton,WA,Whitman,46.5677,-117.1284
Usk,WA,Pend Oreille,48.3138,-117.2797
Cle Elum,WA,Kittitas,47.1937,-120.9575
Omak,WA,Okanogan,48.4214,-119.5178
Harrington,WA,Lincoln,47.4799,-118.2555
Sedro-Woolley,WA,Skagit,48.5095,-122.2344
Cherry Grove,WA,Clark,45.8021,-122.5764
La Push,WA,Clallam,47.9087,-124.6366
Lake Ketchum,WA,Snohomish,48.282,-122.348
Arletta,WA,Pierce,47.2901,-122.6676
Opportunity,WA,Spokane,47.6574,-117.2399
Glenoma,WA,Lewis,46.5146,-122.1601
Curlew,WA,Ferry,48.8777,-118.6045
Midland,WA,Pierce,47.1734,-122.412
Adna,WA,Lewis,46.629,-123.0612
Roslyn,WA,Kittitas,47.2511,-121.0992
Deer Park,WA,Spokane,47.9642,-117.4398
Tracyton,WA,Kitsap,47.6095,-122.6533
Hunts Point,WA,King,47.6418,-122.2289
Koontzville,WA,Okanogan,48.0157,-118.9472
Fruitland,WA,Stevens,48.071,-118.1989
Chewelah,WA,Stevens,48.2929,-117.7337
Mohler,WA,Lincoln,47.4049,-118.3291
East Renton Highlands,WA,King,47.4718,-122.0854
Sunnyside,WA,Yakima,46.3159,-120.0058
Long Lake,WA,Lincoln,47.836,-117.8488
Wauna,WA,Pierce,47.3862,-122.6692
Liberty,WA,Kittitas,47.2537,-120.6654
Normandy Park,WA,King,47.4344,-122.3436
Parkwood,WA,Kitsap,47.5266,-122.5986
Jamestown,WA,Clallam,48.1229,-123.0911
Forks,WA,Clallam,47.9526,-124.3906
Wallula,WA,Walla Walla,46.0847,-118.9056
SeaTac,WA,King,47.4444,-122.2985
Royal City,WA,Grant,46.9,-119.6143
Beaux Arts Village,WA,King,47.5853,-122.2009
Steilacoom,WA,Pierce,47.1702,-122.5938
Northport,WA,Stevens,48.9158,-117.7799
Eldon,WA,Mason,47.5454,-123.046
Ridgefield,WA,Clark,45.8112,-122.7053
Ryderwood,WA,Cowlitz,46.375,-123.0441
Manchester,WA,Kitsap,47.5519,-122.5517
Vashon Heights,WA,King,47.5057,-122.4654
Salmon Creek,WA,Clark,45.7099,-122.6632
Vantage,WA,Kittitas,46.9453,-119.9922
Creston,WA,Lincoln,47.7596,-118.5199
Soap Lake,WA,Grant,47.3884,-119.4905
Silver Firs,WA,Snohomish,47.8635,-122.1497
Plaza,WA,Spokane,47.3202,-117.3838
Machias,WA,Snohomish,47.9917,-122.0515
Neah Bay,WA,Clallam,48.3612,-124.6115
Malo,WA,Ferry,48.7996,-118.612
Clyde Hill,WA,King,47.6303,-122.218
Keyport,WA,Kitsap,47.6993,-122.6232
North Yelm,WA,Thurston,46.9647,-122.6029
Grand Coulee,WA,Grant,47.9388,-119.003
Outlook,WA,Yakima,46.3312,-120.0913
Clinton,WA,Island,47.9731,-122.3577
Evans,WA,Stevens,48.7135,-118.0253
Browns Point,WA,Pierce,47.3036,-122.4369
Kennewick,WA,Benton,46.1979,-119.1732
North Marysville,WA,Snohomish,48.111,-122.1459
Beaver Valley,WA,Jefferson,47.9259,-122.7302
Ahtanum,WA,Yakima,46.5581,-120.6058
Carbonado,WA,Pierce,47.0805,-122.0537
Hyak,WA,Kittitas,47.3929,-121.3929
Arlington Heights,WA,Snohomish,48.2119,-122.0631
North Sultan,WA,Snohomish,47.8828,-121.8251
Pullman,WA,Whitman,46.7327,-117.1634
Longview,WA,Cowlitz,46.1471,-122.9642
Adelaide,WA,King,47.3309,-122.3604
Peaceful Valley,WA,Whatcom,48.9477,-122.1406
West Richland,WA,Benton,46.3115,-119.3996
Fife Heights,WA,Pierce,47.2586,-122.3454
Manson,WA,Chelan,47.8858,-120.1563
Sprague,WA,Lincoln,47.3003,-117.9757
Cosmopolis,WA,Grays Harbor,46.9541,-123.7727
Redondo,WA,King,47.3484,-122.3235
Waller,WA,Pierce,47.2035,-122.37
Addy,WA,Stevens,48.3588,-117.8372
Matlock,WA,Mason,47.2379,-123.4079
Longbranch,WA,Pierce,47.2257,-122.7739
North Bonneville,WA,Skamania,45.6426,-121.9695
Pomeroy,WA,Garfield,46.4739,-117.5971
Colville,WA,Stevens,48.545,-117.8975
Palmer,WA,King,47.3143,-121.8923
Skyway,WA,King,47.4915,-122.2543
Medina,WA,King,47.6257,-122.2338
Algona,WA,King,47.2819,-122.2504
Nine Mile Falls,WA,Spokane,47.7757,-117.5461
Black Diamond,WA,King,47.313,-122.0181
Gold Bar,WA,Snohomish,47.8562,-121.6919
Mesa,WA,Franklin,46.5736,-119.0013
Cavalero Corner,WA,Snohomish,47.9782,-122.1349
Lilliwaup,WA,Mason,47.4634,-123.1143
La Conner,WA,Skagit,48.3925,-122.4945
Sheridan Beach,WA,King,47.7448,-122.2882
Lincoln,WA,Lincoln,47.829,-118.415
Markham,WA,Grays Harbor,46.9155,-123.9814
Eltopia,WA,Franklin,46.4587,-119.0172
Stevenson,WA,Skamania,45.6944,-121.8933
Greenwater,WA,Pierce,47.1467,-121.6327
Copalis Beach,WA,Grays Harbor,47.1205,-124.1722
Roosevelt,WA,Snohomish,47.8923,-122.0123
La Crosse,WA,Whitman,46.8027,-117.9014
Summit,WA,Pierce,47.1694,-122.3629
Ohop,WA,Pierce,46.9457,-122.1907
Malden,WA,Whitman,47.2296,-117.4732
Beverly,WA,Grant,46.8368,-119.9331
Prosser,WA,Benton,46.2065,-119.7659
Lake Roesiger,WA,Snohomish,47.9839,-121.9129
Fern Prairie,WA,Clark,45.637,-122.3963
Maple Valley,WA,King,47.3664,-122.037
Gifford,WA,Stevens,48.3063,-118.1464
Auburn,WA,King,47.3039,-122.2108
Burton,WA,King,47.389,-122.4607
Burlington,WA,Skagit,48.4676,-122.3298
Carrolls,WA,Cowlitz,46.0715,-122.8623
Bayne,WA,King,47.2951,-121.9096
East Cathlamet,WA,Wahkiakum,46.1968,-123.358
Purdy,WA,Pierce,47.3938,-122.6114
Kapowsin,WA,Pierce,46.9727,-122.2272
Ketron,WA,Pierce,47.1569,-122.6343
Connell,WA,Franklin,46.6627,-118.8403
Shore Acres,WA,Pierce,47.3104,-122.5715
Clear Lake,WA,Skagit,48.4561,-122.2378
Kittitas,WA,Kittitas,46.9844,-120.4198
Bucoda,WA,Thurston,46.7969,-122.8679
Ardenvoir,WA,Chelan,47.7373,-120.369
Ellisport,WA,King,47.4204,-122.4354
Bainbridge Island,WA,Kitsap,47.6439,-122.5434
Danville,WA,Ferry,48.9938,-118.5068
Hazelwood,WA,King,47.5509,-122.1915
Holly,WA,Kitsap,47.5576,-122.9785
Valley,WA,Stevens,48.173,-117.7244
Republic,WA,Ferry,48.6485,-118.733
Odessa,WA,Lincoln,47.3326,-118.6893
Edgewood,WA,Pierce,47.2309,-122.2832
Rice,WA,Stevens,48.4288,-118.1703
Shoreline,WA,King,47.7563,-122.3425
Cusick,WA,Pend Oreille,48.3327,-117.2963
Virginia,WA,Kitsap,47.7073,-122.6374
Concrete,WA,Skagit,48.5371,-121.7511
Langley,WA,Island,48.0336,-122.408
Othello,WA,Adams,46.8226,-119.1654
North City,WA,King,47.7557,-122.3135
Hazel Dell,WA,Clark,45.6797,-122.6553
Colfax,WA,Whitman,46.9032,-117.3386
Metaline,WA,Pend Oreille,48.8539,-117.3898
Randle,WA,Lewis,46.5351,-121.957
Millwood,WA,Spokane,47.6858,-117.2805
Snoqualmie Pass,WA,Kittitas,47.4015,-121.411
Bangor,WA,Kitsap,47.7209,-122.746
Thorp,WA,Kittitas,47.0655,-120.6709
Tahlequah,WA,King,47.3326,-122.5073
Prescott,WA,Walla Walla,46.2989,-118.3126
Buckley,WA,Pierce,47.1614,-122.02
Dalkena,WA,Pend Oreille,48.2449,-117.2377
Leland,WA,Jefferson,47.8918,-122.8866
Fruitvale,WA,Yakima,46.6179,-120.5531
Port Hadlock,WA,Jefferson,48.0318,-122.7582
University Place,WA,Pierce,47.2146,-122.5461
Morton,WA,Lewis,46.5576,-122.2815
Deep River,WA,Wahkiakum,46.3523,-123.6983
Elberton,WA,Whitman,46.9813,-117.2213
Kingston,WA,Kitsap,47.8014,-122.4989
Palouse,WA,Whitman,46.9103,-117.0753
Vader,WA,Lewis,46.4046,-122.9569
Donald,WA,Yakima,46.4737,-120.3923
Miles,WA,Lincoln,47.9107,-118.2925
Asotin,WA,Asotin,46.3372,-117.043
Joyce,WA,Clallam,48.1365,-123.7341
Eagledale,WA,Kitsap,47.6143,-122.5154
Port Ludlow,WA,Jefferson,47.9101,-122.7006
Loomis,WA,Okanogan,48.8235,-119.6398
New London,WA,Grays Harbor,47.0573,-123.9271
Desert Aire,WA,Grant,46.6873,-119.9311
Poulsbo,WA,Kitsap,47.7417,-122.6408
Cedonia,WA,Stevens,48.1538,-118.1692
Union,WA,Mason,47.3475,-123.0952
Suquamish,WA,Kitsap,47.7236,-122.5831
Deep Creek,WA,Spokane,47.6429,-117.7122
Yoman,WA,Pierce,47.1865,-122.7062
Cordell,WA,Okanogan,48.8665,-119.412
Hoquiam,WA,Grays Harbor,46.9857,-123.9006
Nespelem,WA,Okanogan,48.1669,-118.9724
Ephrata,WA,Grant,47.3119,-119.5342
Kent,WA,King,47.3887,-122.2128
Mukilteo,WA,Snohomish,47.9096,-122.3035
Boise,WA,King,47.1804,-122.0157
Kirkland,WA,King,47.6996,-122.1982
Waitsburg,WA,Walla Walla,46.2696,-118.1499
Ridgecrest,WA,King,47.7473,-122.3179
Freeman,WA,Spokane,47.5182,-117.1958
Dallesport,WA,Klickitat,45.6316,-121.1749
Redmond,WA,King,47.6776,-122.1176
Wilkeson,WA,Pierce,47.1034,-122.0496
Sisco Heights,WA,Snohomish,48.1187,-122.1076
Lewisville,WA,Clark,45.8124,-122.5146
Kennard Corner,WA,Snohomish,47.8201,-122.2076
Benge,WA,Adams,46.9093,-118.1025
Granger,WA,Yakima,46.3459,-120.1928
Yarrow Point,WA,King,47.6452,-122.2178
Lost Creek,WA,Pend Oreille,48.6094,-117.3636
Moxee City,WA,Yakima,46.5537,-120.3831
Hockinson,WA,Clark,45.7302,-122.4833
Oakville,WA,Grays Harbor,46.8402,-123.2348
Tukwila,WA,King,47.4749,-122.2727
Mabana,WA,Island,48.0945,-122.4151
Kangley,WA,King,47.3618,-121.8801
Clallam Bay,WA,Clallam,48.2536,-124.2579
Newport,WA,Pend Oreille,48.1791,-117.0546
Enetai,WA,Kitsap,47.5884,-122.6056
Clearview,WA,Snohomish,47.8292,-122.1452
Sahalee,WA,King,47.6348,-122.0554
Yelm,WA,Thurston,46.9398,-122.6261
Midway,WA,Pierce,47.3048,-122.5896
Olympia,WA,Thurston,47.0417,-122.8958
Endicott,WA,Whitman,46.928,-117.6865
Lind,WA,Adams,46.9706,-118.614
Fife,WA,Pierce,47.2327,-122.3519
Newport Hills,WA,King,47.5409,-122.1765
Upper Preston,WA,King,47.5051,-121.9076
Pateros,WA,Okanogan,48.0555,-119.9
Nordland,WA,Jefferson,48.0509,-122.691
Tyler,WA,Spokane,47.436,-117.7835
Camden,WA,Pend Oreille,48.0474,-117.2399
Rockport,WA,Skagit,48.4854,-121.6065
Port Orchard,WA,Kitsap,47.516,-122.6616
Preston,WA,King,47.5237,-121.9271
Tieton,WA,Yakima,46.7027,-120.756
Rochester,WA,Thurston,46.8287,-123.0721
Bingen,WA,Klickitat,45.7151,-121.4695
Harbour Pointe,WA,Snohomish,47.8857,-122.3051
Wellpinit,WA,Stevens,47.8879,-117.988
Glacier,WA,Whatcom,48.8902,-121.9323
Farmington,WA,Whitman,47.0887,-117.0464
Eastsound,WA,San Juan,48.6968,-122.9055
Central Park,WA,Grays Harbor,46.9705,-123.7018
Bremerton,WA,Kitsap,47.5436,-122.7121
Friday Harbor,WA,San Juan,48.5324,-123.0656
Carnation,WA,King,47.6443,-121.9041
Lake Shore,WA,Clark,45.6911,-122.6912
Houghton,WA,King,47.6609,-122.206
Lake Cavanaugh,WA,Skagit,48.3225,-122.0121
Lake Stevens,WA,Snohomish,48.0028,-122.0964
Mineral,WA,Lewis,46.7193,-122.1859
Lake Stickney,WA,Snohomish,47.8709,-122.2596
Acme,WA,Whatcom,48.7146,-122.2293
Oyehut,WA,Grays Harbor,47.0233,-124.1632
Mossyrock,WA,Lewis,46.5305,-122.4887
Bridgeport,WA,Douglas,48.0062,-119.6732
Fobes Hill,WA,Snohomish,47.9392,-122.1341
Rosario,WA,San Juan,48.6487,-122.876
Brewster,WA,Okanogan,48.1034,-119.7758
Fox Island,WA,Pierce,47.2475,-122.6255
Canyon Park,WA,Snohomish,47.7909,-122.1926
Rock Island,WA,Douglas,47.3738,-120.1369
High Rock,WA,Snohomish,47.8129,-121.9826
Rockford,WA,Spokane,47.4512,-117.1309
Erlands Point,WA,Kitsap,47.5998,-122.6929
Montesano,WA,Grays Harbor,47.0108,-123.5868
Gorst,WA,Kitsap,47.5238,-122.7056
Johnson,WA,Whitman,46.6316,-117.1379
Alderton,WA,Pierce,47.1718,-122.2192
Dusty,WA,Whitman,46.8102,-117.6519
Tekoa,WA,Whitman,47.2254,-117.074
Bay Center,WA,Pacific,46.6211,-123.9533
La Center,WA,Clark,45.8585,-122.6752
Mazama,WA,Okanogan,48.5921,-120.404
Selleck,WA,King,47.3757,-121.8684
Amanda Park,WA,Grays Harbor,47.4532,-123.9194
Sequim,WA,Clallam,48.0747,-123.0948
Sunnydale,WA,King,47.4632,-122.3337
Van Zandt,WA,Whatcom,48.789,-122.1918
McDonald,WA,Grant,47.0713,-119.2156
Moclips,WA,Grays Harbor,47.2348,-124.2025
Ocean Park,WA,Pacific,46.4961,-124.0443
West Valley,WA,Yakima,46.5921,-120.6051
Thompson Place,WA,Thurston,47.0554,-122.7835
Dungeness,WA,Clallam,48.1468,-123.1232
Birch Bay,WA,Whatcom,48.923,-122.7543
Stratford,WA,Grant,47.4268,-119.2816
Ione,WA,Pend Oreille,48.7401,-117.4224
Tacoma,WA,Pierce,47.2431,-122.4531
Barberton,WA,Clark,45.7136,-122.6114
Yacolt,WA,Clark,45.8653,-122.4065
Coulee Dam,WA,Okanogan,47.9688,-118.9759
Almota,WA,Whitman,46.7029,-117.4694
Skamokawa,WA,Wahkiakum,46.2704,-123.4571
Woodinville,WA,King,47.7568,-122.1479
Swinomish Village,WA,Skagit,48.4082,-122.5113
Methow,WA,Okanogan,48.1289,-120.0056
Bay View,WA,Skagit,48.487,-122.4628
Newaukum,WA,King,47.2573,-122.1018
Meadow Glade,WA,Clark,45.7523,-122.5614
Disautel,WA,Okanogan,48.345,-119.2299
Copalis Crossing,WA,Grays Harbor,47.1079,-124.0693
Burley,WA,Kitsap,47.4167,-122.6376
Riverside,WA,Okanogan,48.5046,-119.5109
Ocean Shores,WA,Grays Harbor,46.9686,-124.1521
Bethel,WA,Kitsap,47.4874,-122.6176
South Hill,WA,Pierce,47.1203,-122.2848
Baring,WA,King,47.7661,-121.4803
Winona,WA,Whitman,46.9457,-117.8005
Leadpoint,WA,Stevens,48.9094,-117.5875
Brooklyn,WA,Pacific,46.7762,-123.5099
Mansfield,WA,Douglas,47.8118,-119.6384
Esperance,WA,Snohomish,47.7937,-122.3468
Springdale,WA,Stevens,48.0572,-117.7466
Okanogan,WA,Okanogan,48.3683,-119.5775
Cedar Mountain,WA,King,47.4482,-122.0732
Moses Lake,WA,Grant,47.1276,-119.2762
Littlerock,WA,Thurston,46.9018,-123.0179
Trentwood,WA,Spokane,47.6966,-117.2108
Mabton,WA,Yakima,46.2115,-119.9937
Klickitat,WA,Klickitat,45.818,-121.1626
Puyallup,WA,Pierce,47.1794,-122.2901
Cinebar,WA,Lewis,46.6043,-122.5318
San de Fuca,WA,Island,48.2351,-122.7232
Cathlamet,WA,Wahkiakum,46.2058,-123.3836
Richardson,WA,San Juan,48.4515,-122.8988
Sumner,WA,Pierce,47.219,-122.2337
Davenport,WA,Lincoln,47.6562,-118.1519
Cliffdell,WA,Yakima,46.9214,-121.042
Fall City,WA,King,47.5717,-121.9134
Dockton,WA,King,47.3718,-122.4593
Conway,WA,Skagit,48.3356,-122.3444
Marshall,WA,Spokane,47.5649,-117.4994
Walla Walla,WA,Walla Walla,46.0678,-118.3364
Canterwood,WA,Pierce,47.3765,-122.6022
Lexington,WA,Cowlitz,46.1873,-122.9054
Country Homes,WA,Spokane,47.7478,-117.4196
Altoona,WA,Wahkiakum,46.2699,-123.6145
South Cle Elum,WA,Kittitas,47.1859,-120.9522
Waldron,WA,San Juan,48.6876,-123.0369
Chesaw,WA,Okanogan,48.946,-119.0514
Sunnyslope,WA,Kitsap,47.5045,-122.729
Olympic View,WA,Kitsap,47.694,-122.7404
Hood,WA,Skamania,45.7248,-121.5581
Elbe,WA,Pierce,46.7653,-122.1946
Venice,WA,Kitsap,47.667,-122.5799
Cumberland,WA,King,47.2829,-121.9271
Ostrander,WA,Cowlitz,46.1926,-122.8921
